human,mouse,lemur
ENSG00000213614,ENSMUSG00000025232,ENSMICG00000013561
ENSG00000213619,ENSMUSG00000005510,ENSMICG00000045989
ENSG00000213625,ENSMUSG00000035212,ENSMICG00000032518
ENSG00000213626,ENSMUSG00000024063,ENSMICG00000000643
ENSG00000213639,ENSMUSG00000014956,ENSMICG00000001446
ENSG00000213658,ENSMUSG00000030742,ENSMICG00000043017
ENSG00000213672,ENSMUSG00000032598,ENSMICG00000030986
ENSG00000213676,ENSMUSG00000015461,ENSMICG00000047519
ENSG00000213699,ENSMUSG00000029175,ENSMICG00000006854
ENSG00000213719,ENSMUSG00000007041,ENSMICG00000033421
ENSG00000213722,ENSMUSG00000007039,ENSMICG00000036019
ENSG00000213760,ENSMUSG00000024403,ENSMICG00000033088
ENSG00000213780,ENSMUSG00000001524,ENSMICG00000047381
ENSG00000213782,ENSMUSG00000030204,ENSMICG00000010086
ENSG00000213809,ENSMUSG00000030149,ENSMICG00000046162
ENSG00000213853,ENSMUSG00000022505,ENSMICG00000028585
ENSG00000213886,ENSMUSG00000035186,ENSMICG00000035072
ENSG00000213889,ENSMUSG00000030402,ENSMICG00000029291
ENSG00000213892,ENSMUSG00000014686,ENSMICG00000033918
ENSG00000213901,ENSMUSG00000026205,ENSMICG00000000765
ENSG00000213918,ENSMUSG00000005980,ENSMICG00000009117
ENSG00000213923,ENSMUSG00000022433,ENSMICG00000011583
ENSG00000213928,ENSMUSG00000002325,ENSMICG00000027895
ENSG00000213930,ENSMUSG00000036073,ENSMICG00000037133
ENSG00000213937,ENSMUSG00000066720,ENSMICG00000001877
ENSG00000213949,ENSMUSG00000042284,ENSMICG00000004683
ENSG00000213965,ENSMUSG00000034875,ENSMICG00000037570
ENSG00000213977,ENSMUSG00000040158,ENSMICG00000034377
ENSG00000213983,ENSMUSG00000040701,ENSMICG00000010146
ENSG00000213995,ENSMUSG00000031505,ENSMICG00000011311
ENSG00000213996,ENSMUSG00000036151,ENSMICG00000037360
ENSG00000213999,ENSMUSG00000079033,ENSMICG00000000439
ENSG00000214013,ENSMUSG00000062646,ENSMICG00000045356
ENSG00000214021,ENSMUSG00000030276,ENSMICG00000035256
ENSG00000214022,ENSMUSG00000052751,ENSMICG00000038153
ENSG00000214050,ENSMUSG00000034532,ENSMICG00000036274
ENSG00000214063,ENSMUSG00000025511,ENSMICG00000034279
ENSG00000214087,ENSMUSG00000057594,ENSMICG00000036087
ENSG00000214097,ENSMUSG00000046345,ENSMICG00000048879
ENSG00000214102,ENSMUSG00000037159,ENSMICG00000045942
ENSG00000214113,ENSMUSG00000046573,ENSMICG00000028549
ENSG00000214128,ENSMUSG00000029829,ENSMICG00000036044
ENSG00000214140,ENSMUSG00000075410,ENSMICG00000046674
ENSG00000214160,ENSMUSG00000033809,ENSMICG00000048992
ENSG00000214193,ENSMUSG00000073758,ENSMICG00000027388
ENSG00000214212,ENSMUSG00000057191,ENSMICG00000044532
ENSG00000214226,ENSMUSG00000072553,ENSMICG00000047765
ENSG00000214253,ENSMUSG00000019054,ENSMICG00000031412
ENSG00000214285,ENSMUSG00000073804,ENSMICG00000031912
ENSG00000214336,ENSMUSG00000055874,ENSMICG00000031310
ENSG00000214338,ENSMUSG00000038916,ENSMICG00000026401
ENSG00000214357,ENSMUSG00000034413,ENSMICG00000037429
ENSG00000214360,ENSMUSG00000044056,ENSMICG00000041945
ENSG00000214367,ENSMUSG00000079555,ENSMICG00000028831
ENSG00000214413,ENSMUSG00000084957,ENSMICG00000028820
ENSG00000214415,ENSMUSG00000028777,ENSMICG00000043377
ENSG00000214435,ENSMUSG00000003559,ENSMICG00000012292
ENSG00000214456,ENSMUSG00000011305,ENSMICG00000043910
ENSG00000214511,ENSMUSG00000093550,ENSMICG00000044696
ENSG00000214513,ENSMUSG00000068302,ENSMICG00000031204
ENSG00000214517,ENSMUSG00000030718,ENSMICG00000002244
ENSG00000214530,ENSMUSG00000030688,ENSMICG00000029572
ENSG00000214575,ENSMUSG00000025586,ENSMICG00000026395
ENSG00000214595,ENSMUSG00000044072,ENSMICG00000030312
ENSG00000214642,ENSMUSG00000073735,ENSMICG00000032756
ENSG00000214655,ENSMUSG00000021819,ENSMICG00000032425
ENSG00000214681,ENSMUSG00000066382,ENSMICG00000036795
ENSG00000214694,ENSMUSG00000054901,ENSMICG00000027216
ENSG00000214700,ENSMUSG00000040163,ENSMICG00000035518
ENSG00000214706,ENSMUSG00000010048,ENSMICG00000016309
ENSG00000214736,ENSMUSG00000033475,ENSMICG00000047932
ENSG00000214753,ENSMUSG00000071659,ENSMICG00000009943
ENSG00000214782,ENSMUSG00000094584,ENSMICG00000030183
ENSG00000214827,ENSMUSG00000031200,ENSMICG00000037190
ENSG00000214842,ENSMUSG00000086022,ENSMICG00000038023
ENSG00000214866,ENSMUSG00000020633,ENSMICG00000044531
ENSG00000214872,ENSMUSG00000027077,ENSMICG00000032273
ENSG00000214944,ENSMUSG00000021662,ENSMICG00000011823
ENSG00000214954,ENSMUSG00000023151,ENSMICG00000027375
ENSG00000214960,ENSMUSG00000043153,ENSMICG00000047544
ENSG00000215009,ENSMUSG00000047026,ENSMICG00000027788
ENSG00000215018,ENSMUSG00000068794,ENSMICG00000032566
ENSG00000215021,ENSMUSG00000004264,ENSMICG00000028867
ENSG00000215041,ENSMUSG00000047284,ENSMICG00000012465
ENSG00000215045,ENSMUSG00000010825,ENSMICG00000028041
ENSG00000215114,ENSMUSG00000028243,ENSMICG00000028037
ENSG00000215131,ENSMUSG00000005983,ENSMICG00000046465
ENSG00000215183,ENSMUSG00000078719,ENSMICG00000046903
ENSG00000215187,ENSMUSG00000042788,ENSMICG00000047995
ENSG00000215193,ENSMUSG00000067825,ENSMICG00000037834
ENSG00000215203,ENSMUSG00000068082,ENSMICG00000044927
ENSG00000215217,ENSMUSG00000021534,ENSMICG00000034745
ENSG00000215262,ENSMUSG00000031576,ENSMICG00000031005
ENSG00000215301,ENSMUSG00000039224,ENSMICG00000032772
ENSG00000215305,ENSMUSG00000027411,ENSMICG00000016588
ENSG00000215397,ENSMUSG00000060257,ENSMICG00000042886
ENSG00000215421,ENSMUSG00000048410,ENSMICG00000034092
ENSG00000215440,ENSMUSG00000039263,ENSMICG00000008410
ENSG00000215474,ENSMUSG00000091519,ENSMICG00000031129
ENSG00000215475,ENSMUSG00000091722,ENSMICG00000028829
ENSG00000215529,ENSMUSG00000044083,ENSMICG00000036641
ENSG00000215612,ENSMUSG00000067438,ENSMICG00000045196
ENSG00000215644,ENSMUSG00000025127,ENSMICG00000028550
ENSG00000215695,ENSMUSG00000078515,ENSMICG00000013122
ENSG00000215712,ENSMUSG00000004945,ENSMICG00000031602
ENSG00000215788,ENSMUSG00000024793,ENSMICG00000038731
ENSG00000215845,ENSMUSG00000103711,ENSMICG00000037518
ENSG00000215853,ENSMUSG00000041984,ENSMICG00000034831
ENSG00000215883,ENSMUSG00000028621,ENSMICG00000031411
ENSG00000215906,ENSMUSG00000070683,ENSMICG00000037177
ENSG00000216588,ENSMUSG00000040498,ENSMICG00000044947
ENSG00000217128,ENSMUSG00000035992,ENSMICG00000032728
ENSG00000217236,ENSMUSG00000068859,ENSMICG00000031506
ENSG00000217442,ENSMUSG00000078938,ENSMICG00000034240
ENSG00000217930,ENSMUSG00000014301,ENSMICG00000042422
ENSG00000218739,ENSMUSG00000062691,ENSMICG00000046596
ENSG00000218891,ENSMUSG00000051550,ENSMICG00000036159
ENSG00000219435,ENSMUSG00000050623,ENSMICG00000042558
ENSG00000219438,ENSMUSG00000054863,ENSMICG00000047060
ENSG00000219626,ENSMUSG00000050545,ENSMICG00000032483
ENSG00000220008,ENSMUSG00000051067,ENSMICG00000046248
ENSG00000220201,ENSMUSG00000079681,ENSMICG00000036834
ENSG00000220205,ENSMUSG00000020894,ENSMICG00000013748
ENSG00000221823,ENSMUSG00000033953,ENSMICG00000037583
ENSG00000221829,ENSMUSG00000028453,ENSMICG00000005493
ENSG00000221838,ENSMUSG00000019518,ENSMICG00000003981
ENSG00000221866,ENSMUSG00000029765,ENSMICG00000017140
ENSG00000221890,ENSMUSG00000022421,ENSMICG00000006434
ENSG00000221914,ENSMUSG00000022052,ENSMICG00000034854
ENSG00000221926,ENSMUSG00000047821,ENSMICG00000034450
ENSG00000221938,ENSMUSG00000094669,ENSMICG00000045128
ENSG00000221946,ENSMUSG00000036578,ENSMICG00000046315
ENSG00000221947,ENSMUSG00000067813,ENSMICG00000013281
ENSG00000221955,ENSMUSG00000035506,ENSMICG00000049518
ENSG00000221963,ENSMUSG00000033576,ENSMICG00000047265
ENSG00000221968,ENSMUSG00000024664,ENSMICG00000032887
ENSG00000221978,ENSMUSG00000029068,ENSMICG00000014237
ENSG00000221986,ENSMUSG00000068745,ENSMICG00000016334
ENSG00000221988,ENSMUSG00000015474,ENSMICG00000001807
ENSG00000222009,ENSMUSG00000073771,ENSMICG00000026423
ENSG00000222011,ENSMUSG00000047221,ENSMICG00000036715
ENSG00000222046,ENSMUSG00000078552,ENSMICG00000017798
ENSG00000223496,ENSMUSG00000109941,ENSMICG00000027202
ENSG00000223501,ENSMUSG00000024319,ENSMICG00000027900
ENSG00000223953,ENSMUSG00000079592,ENSMICG00000046225
ENSG00000224051,ENSMUSG00000029073,ENSMICG00000041661
ENSG00000224470,ENSMUSG00000069895,ENSMICG00000029273
ENSG00000224877,ENSMUSG00000078572,ENSMICG00000026980
ENSG00000224940,ENSMUSG00000079654,ENSMICG00000027302
ENSG00000224982,ENSMUSG00000079278,ENSMICG00000037512
ENSG00000225190,ENSMUSG00000034247,ENSMICG00000010468
ENSG00000225697,ENSMUSG00000023259,ENSMICG00000027204
ENSG00000225828,ENSMUSG00000078554,ENSMICG00000041437
ENSG00000225830,ENSMUSG00000054051,ENSMICG00000002675
ENSG00000225921,ENSMUSG00000063200,ENSMICG00000044935
ENSG00000226174,ENSMUSG00000012211,ENSMICG00000034469
ENSG00000226979,ENSMUSG00000024402,ENSMICG00000036584
ENSG00000227051,ENSMUSG00000094910,ENSMICG00000043493
ENSG00000227057,ENSMUSG00000024312,ENSMICG00000000916
ENSG00000227345,ENSMUSG00000021911,ENSMICG00000037678
ENSG00000227500,ENSMUSG00000113949,ENSMICG00000047295
ENSG00000227507,ENSMUSG00000024399,ENSMICG00000017353
ENSG00000227868,ENSMUSG00000036921,ENSMICG00000037936
ENSG00000228474,ENSMUSG00000038803,ENSMICG00000043827
ENSG00000228727,ENSMUSG00000036185,ENSMICG00000030120
ENSG00000229453,ENSMUSG00000050074,ENSMICG00000031612
ENSG00000229474,ENSMUSG00000027233,ENSMICG00000005037
ENSG00000229544,ENSMUSG00000048528,ENSMICG00000046032
ENSG00000229809,ENSMUSG00000045251,ENSMICG00000001207
ENSG00000229833,ENSMUSG00000087687,ENSMICG00000033469
ENSG00000230062,ENSMUSG00000096140,ENSMICG00000034397
ENSG00000230124,ENSMUSG00000033701,ENSMICG00000033842
ENSG00000230561,ENSMUSG00000058925,ENSMICG00000043066
ENSG00000231213,ENSMUSG00000095654,ENSMICG00000049484
ENSG00000231500,ENSMUSG00000008668,ENSMICG00000035485
ENSG00000231824,ENSMUSG00000091636,ENSMICG00000034961
ENSG00000231852,ENSMUSG00000024365,ENSMICG00000016652
ENSG00000231925,ENSMUSG00000024308,ENSMICG00000042293
ENSG00000232070,ENSMUSG00000072571,ENSMICG00000027606
ENSG00000232113,ENSMUSG00000049160,ENSMICG00000046819
ENSG00000232119,ENSMUSG00000000355,ENSMICG00000045427
ENSG00000232125,ENSMUSG00000069085,ENSMICG00000027944
ENSG00000232258,ENSMUSG00000022715,ENSMICG00000041502
ENSG00000232810,ENSMUSG00000024401,ENSMICG00000029047
ENSG00000233198,ENSMUSG00000089953,ENSMICG00000043812
ENSG00000233276,ENSMUSG00000063856,ENSMICG00000034931
ENSG00000233436,ENSMUSG00000086598,ENSMICG00000032919
ENSG00000233608,ENSMUSG00000007805,ENSMICG00000034572
ENSG00000233757,ENSMUSG00000062116,ENSMICG00000042875
ENSG00000233927,ENSMUSG00000067288,ENSMICG00000026849
ENSG00000234284,ENSMUSG00000044296,ENSMICG00000033568
ENSG00000234465,ENSMUSG00000011632,ENSMICG00000041713
ENSG00000234545,ENSMUSG00000058503,ENSMICG00000029896
ENSG00000234602,ENSMUSG00000074651,ENSMICG00000033324
ENSG00000234776,ENSMUSG00000044916,ENSMICG00000042017
ENSG00000234828,ENSMUSG00000031620,ENSMICG00000039098
ENSG00000234906,ENSMUSG00000002992,ENSMICG00000030597
ENSG00000234965,ENSMUSG00000096883,ENSMICG00000042512
ENSG00000235034,ENSMUSG00000008028,ENSMICG00000042230
ENSG00000235162,ENSMUSG00000087651,ENSMICG00000026810
ENSG00000235169,ENSMUSG00000078350,ENSMICG00000031346
ENSG00000235173,ENSMUSG00000022554,ENSMICG00000033791
ENSG00000235194,ENSMUSG00000072494,ENSMICG00000042784
ENSG00000235568,ENSMUSG00000058099,ENSMICG00000047110
ENSG00000235631,ENSMUSG00000078179,ENSMICG00000034262
ENSG00000236027,ENSMUSG00000094995,ENSMICG00000041728
ENSG00000236279,ENSMUSG00000079598,ENSMICG00000036417
ENSG00000236320,ENSMUSG00000082101,ENSMICG00000017034
ENSG00000236980,ENSMUSG00000050641,ENSMICG00000026553
ENSG00000237136,ENSMUSG00000031682,ENSMICG00000045099
ENSG00000237190,ENSMUSG00000020392,ENSMICG00000028986
ENSG00000237412,ENSMUSG00000036480,ENSMICG00000034370
ENSG00000237441,ENSMUSG00000041354,ENSMICG00000000926
ENSG00000237515,ENSMUSG00000022494,ENSMICG00000047746
ENSG00000237649,ENSMUSG00000024301,ENSMICG00000005648
ENSG00000237988,ENSMUSG00000043827,ENSMICG00000032426
ENSG00000238227,ENSMUSG00000087679,ENSMICG00000046963
ENSG00000239264,ENSMUSG00000038991,ENSMICG00000005966
ENSG00000239382,ENSMUSG00000042831,ENSMICG00000033414
ENSG00000239388,ENSMUSG00000021898,ENSMICG00000005591
ENSG00000239642,ENSMUSG00000020332,ENSMICG00000034049
ENSG00000239672,ENSMUSG00000037601,ENSMICG00000007444
ENSG00000239697,ENSMUSG00000097328,ENSMICG00000041583
ENSG00000239704,ENSMUSG00000042200,ENSMICG00000036002
ENSG00000239779,ENSMUSG00000030035,ENSMICG00000006192
ENSG00000239789,ENSMUSG00000034211,ENSMICG00000046806
ENSG00000239857,ENSMUSG00000025858,ENSMICG00000026606
ENSG00000239900,ENSMUSG00000022407,ENSMICG00000014085
ENSG00000240053,ENSMUSG00000043807,ENSMICG00000043933
ENSG00000240065,ENSMUSG00000096727,ENSMICG00000015307
ENSG00000240230,ENSMUSG00000045438,ENSMICG00000044718
ENSG00000240303,ENSMUSG00000090150,ENSMICG00000049146
ENSG00000240344,ENSMUSG00000026035,ENSMICG00000003367
ENSG00000240505,ENSMUSG00000010142,ENSMICG00000041511
ENSG00000240563,ENSMUSG00000087166,ENSMICG00000045847
ENSG00000240583,ENSMUSG00000004655,ENSMICG00000012214
ENSG00000240682,ENSMUSG00000030056,ENSMICG00000037547
ENSG00000240720,ENSMUSG00000040367,ENSMICG00000037045
ENSG00000240771,ENSMUSG00000019467,ENSMICG00000005518
ENSG00000240857,ENSMUSG00000020621,ENSMICG00000033814
ENSG00000240891,ENSMUSG00000087141,ENSMICG00000048541
ENSG00000240972,ENSMUSG00000033307,ENSMICG00000028257
ENSG00000241058,ENSMUSG00000026707,ENSMICG00000029435
ENSG00000241127,ENSMUSG00000075054,ENSMICG00000042079
ENSG00000241258,ENSMUSG00000025532,ENSMICG00000004191
ENSG00000241343,ENSMUSG00000049751,ENSMICG00000047597
ENSG00000241360,ENSMUSG00000116165,ENSMICG00000003819
ENSG00000241404,ENSMUSG00000015467,ENSMICG00000042415
ENSG00000241484,ENSMUSG00000078954,ENSMICG00000008439
ENSG00000241553,ENSMUSG00000079426,ENSMICG00000046050
ENSG00000241563,ENSMUSG00000028971,ENSMICG00000045773
ENSG00000241685,ENSMUSG00000029621,ENSMICG00000017423
ENSG00000241839,ENSMUSG00000050721,ENSMICG00000047618
ENSG00000241852,ENSMUSG00000044551,ENSMICG00000017355
ENSG00000241945,ENSMUSG00000032834,ENSMICG00000001002
ENSG00000241973,ENSMUSG00000041720,ENSMICG00000011230
ENSG00000242110,ENSMUSG00000022244,ENSMICG00000005635
ENSG00000242114,ENSMUSG00000004748,ENSMICG00000045562
ENSG00000242120,ENSMUSG00000090667,ENSMICG00000032034
ENSG00000242173,ENSMUSG00000073433,ENSMICG00000010430
ENSG00000242247,ENSMUSG00000054277,ENSMICG00000006141
ENSG00000242252,ENSMUSG00000074486,ENSMICG00000045135
ENSG00000242372,ENSMUSG00000027613,ENSMICG00000006009
ENSG00000242441,ENSMUSG00000024154,ENSMICG00000044654
ENSG00000242485,ENSMUSG00000029066,ENSMICG00000041892
ENSG00000242550,ENSMUSG00000092572,ENSMICG00000016513
ENSG00000242574,ENSMUSG00000037548,ENSMICG00000043729
ENSG00000242612,ENSMUSG00000036775,ENSMICG00000029686
ENSG00000242689,ENSMUSG00000079415,ENSMICG00000037226
ENSG00000242715,ENSMUSG00000048655,ENSMICG00000046020
ENSG00000242802,ENSMUSG00000039623,ENSMICG00000008137
ENSG00000242866,ENSMUSG00000033498,ENSMICG00000010153
ENSG00000243156,ENSMUSG00000051586,ENSMICG00000017231
ENSG00000243232,ENSMUSG00000102697,ENSMICG00000034226
ENSG00000243244,ENSMUSG00000033855,ENSMICG00000036882
ENSG00000243335,ENSMUSG00000034110,ENSMICG00000028794
ENSG00000243364,ENSMUSG00000028040,ENSMICG00000045586
ENSG00000243449,ENSMUSG00000070858,ENSMICG00000046656
ENSG00000243566,ENSMUSG00000042985,ENSMICG00000031538
ENSG00000243646,ENSMUSG00000022969,ENSMICG00000006353
ENSG00000243649,ENSMUSG00000090231,ENSMICG00000043004
ENSG00000243667,ENSMUSG00000078970,ENSMICG00000010876
ENSG00000243708,ENSMUSG00000098488,ENSMICG00000001812
ENSG00000243710,ENSMUSG00000028730,ENSMICG00000007008
ENSG00000243725,ENSMUSG00000025413,ENSMICG00000029674
ENSG00000243749,ENSMUSG00000070737,ENSMICG00000036891
ENSG00000243789,ENSMUSG00000098789,ENSMICG00000042770
ENSG00000243927,ENSMUSG00000039680,ENSMICG00000027621
ENSG00000243943,ENSMUSG00000062761,ENSMICG00000014941
ENSG00000243978,ENSMUSG00000085584,ENSMICG00000033143
ENSG00000243989,ENSMUSG00000023262,ENSMICG00000002700
ENSG00000244005,ENSMUSG00000027618,ENSMICG00000007484
ENSG00000244038,ENSMUSG00000028757,ENSMICG00000010587
ENSG00000244045,ENSMUSG00000051232,ENSMICG00000005087
ENSG00000244187,ENSMUSG00000026939,ENSMICG00000035366
ENSG00000244242,ENSMUSG00000045777,ENSMICG00000028547
ENSG00000244274,ENSMUSG00000017734,ENSMICG00000031138
ENSG00000244405,ENSMUSG00000013089,ENSMICG00000049011
ENSG00000244486,ENSMUSG00000012017,ENSMICG00000035306
ENSG00000244607,ENSMUSG00000079235,ENSMICG00000048524
ENSG00000244617,ENSMUSG00000033508,ENSMICG00000004975
ENSG00000244687,ENSMUSG00000078923,ENSMICG00000034139
ENSG00000244694,ENSMUSG00000042256,ENSMICG00000015380
ENSG00000244752,ENSMUSG00000042240,ENSMICG00000014674
ENSG00000244754,ENSMUSG00000029655,ENSMICG00000012027
ENSG00000245848,ENSMUSG00000034957,ENSMICG00000029472
ENSG00000246705,ENSMUSG00000060032,ENSMICG00000043590
ENSG00000247077,ENSMUSG00000029500,ENSMICG00000003984
ENSG00000247315,ENSMUSG00000074682,ENSMICG00000031267
ENSG00000248098,ENSMUSG00000060376,ENSMICG00000002010
ENSG00000248485,ENSMUSG00000038370,ENSMICG00000036221
ENSG00000248487,ENSMUSG00000042210,ENSMICG00000047989
ENSG00000248712,ENSMUSG00000070306,ENSMICG00000002761
ENSG00000248746,ENSMUSG00000006457,ENSMICG00000003777
ENSG00000248767,ENSMUSG00000094504,ENSMICG00000047197
ENSG00000248905,ENSMUSG00000044042,ENSMICG00000004127
ENSG00000249115,ENSMUSG00000078762,ENSMICG00000009861
ENSG00000249242,ENSMUSG00000050640,ENSMICG00000033462
ENSG00000249481,ENSMUSG00000023935,ENSMICG00000043772
ENSG00000249581,ENSMUSG00000049530,ENSMICG00000039157
ENSG00000249693,ENSMUSG00000029248,ENSMICG00000042879
ENSG00000249751,ENSMUSG00000073599,ENSMICG00000029366
ENSG00000249853,ENSMUSG00000044499,ENSMICG00000027940
ENSG00000249961,ENSMUSG00000052616,ENSMICG00000005788
ENSG00000250305,ENSMUSG00000039620,ENSMICG00000012942
ENSG00000250317,ENSMUSG00000061461,ENSMICG00000017222
ENSG00000250479,ENSMUSG00000049422,ENSMICG00000036085
ENSG00000250506,ENSMUSG00000092300,ENSMICG00000045151
ENSG00000250510,ENSMUSG00000038390,ENSMICG00000001963
ENSG00000250799,ENSMUSG00000036892,ENSMICG00000035697
ENSG00000250803,ENSMUSG00000024532,ENSMICG00000000238
ENSG00000250821,ENSMUSG00000091204,ENSMICG00000043366
ENSG00000251322,ENSMUSG00000022623,ENSMICG00000029739
ENSG00000251692,ENSMUSG00000044172,ENSMICG00000000217
ENSG00000253117,ENSMUSG00000015001,ENSMICG00000046279
ENSG00000253250,ENSMUSG00000086587,ENSMICG00000041689
ENSG00000253276,ENSMUSG00000090946,ENSMICG00000045262
ENSG00000253293,ENSMUSG00000000938,ENSMICG00000027113
ENSG00000253309,ENSMUSG00000091155,ENSMICG00000029125
ENSG00000253313,ENSMUSG00000028536,ENSMICG00000046088
ENSG00000253457,ENSMUSG00000094500,ENSMICG00000042305
ENSG00000253710,ENSMUSG00000063362,ENSMICG00000033695
ENSG00000253719,ENSMUSG00000074748,ENSMICG00000033344
ENSG00000253729,ENSMUSG00000022672,ENSMICG00000015567
ENSG00000254004,ENSMUSG00000049421,ENSMICG00000008680
ENSG00000254087,ENSMUSG00000042228,ENSMICG00000031282
ENSG00000254093,ENSMUSG00000021958,ENSMICG00000044679
ENSG00000254402,ENSMUSG00000033707,ENSMICG00000015954
ENSG00000254647,ENSMUSG00000000215,ENSMICG00000009410
ENSG00000254685,ENSMUSG00000053870,ENSMICG00000047410
ENSG00000254726,ENSMUSG00000074480,ENSMICG00000046214
ENSG00000254772,ENSMUSG00000071644,ENSMICG00000009834
ENSG00000254858,ENSMUSG00000035559,ENSMICG00000044224
ENSG00000254901,ENSMUSG00000002345,ENSMICG00000027617
ENSG00000254986,ENSMUSG00000063904,ENSMICG00000003766
ENSG00000254999,ENSMUSG00000033940,ENSMICG00000045532
ENSG00000255072,ENSMUSG00000010607,ENSMICG00000043956
ENSG00000255302,ENSMUSG00000091337,ENSMICG00000028947
ENSG00000255359,ENSMUSG00000094445,ENSMICG00000030596
ENSG00000255529,ENSMUSG00000032199,ENSMICG00000047017
ENSG00000256043,ENSMUSG00000028015,ENSMICG00000013464
ENSG00000256053,ENSMUSG00000037787,ENSMICG00000042844
ENSG00000256061,ENSMUSG00000092192,ENSMICG00000032770
ENSG00000256162,ENSMUSG00000096546,ENSMICG00000035966
ENSG00000256235,ENSMUSG00000038059,ENSMICG00000045457
ENSG00000256269,ENSMUSG00000032126,ENSMICG00000002715
ENSG00000256394,ENSMUSG00000028008,ENSMICG00000043476
ENSG00000256453,ENSMUSG00000044595,ENSMICG00000029187
ENSG00000256463,ENSMUSG00000024565,ENSMICG00000017395
ENSG00000256525,ENSMUSG00000020718,ENSMICG00000046718
ENSG00000256660,ENSMUSG00000030158,ENSMICG00000030372
ENSG00000256806,ENSMUSG00000053574,ENSMICG00000034739
ENSG00000256870,ENSMUSG00000020062,ENSMICG00000029503
ENSG00000257008,ENSMUSG00000034677,ENSMICG00000035066
ENSG00000257057,ENSMUSG00000031927,ENSMICG00000043866
ENSG00000257093,ENSMUSG00000037172,ENSMICG00000002570
ENSG00000257218,ENSMUSG00000029536,ENSMICG00000008669
ENSG00000257335,ENSMUSG00000068587,ENSMICG00000001123
ENSG00000257365,ENSMUSG00000033373,ENSMICG00000013108
ENSG00000257727,ENSMUSG00000025381,ENSMICG00000046113
ENSG00000257923,ENSMUSG00000029705,ENSMICG00000010274
ENSG00000257987,ENSMUSG00000022993,ENSMICG00000046126
ENSG00000258223,ENSMUSG00000051936,ENSMICG00000043863
ENSG00000258227,ENSMUSG00000029915,ENSMICG00000001118
ENSG00000258315,ENSMUSG00000020831,ENSMICG00000014069
ENSG00000258366,ENSMUSG00000038685,ENSMICG00000008812
ENSG00000258429,ENSMUSG00000078931,ENSMICG00000042281
ENSG00000258436,ENSMUSG00000068407,ENSMICG00000016904
ENSG00000258484,ENSMUSG00000046846,ENSMICG00000045479
ENSG00000258659,ENSMUSG00000056144,ENSMICG00000037370
ENSG00000258890,ENSMUSG00000018372,ENSMICG00000009285
ENSG00000258986,ENSMUSG00000054013,ENSMICG00000029522
ENSG00000259207,ENSMUSG00000020689,ENSMICG00000010765
ENSG00000259431,ENSMUSG00000045691,ENSMICG00000010142
ENSG00000259494,ENSMUSG00000030612,ENSMICG00000015826
ENSG00000259823,ENSMUSG00000013643,ENSMICG00000029880
ENSG00000260001,ENSMUSG00000089736,ENSMICG00000036269
